Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2018,Thurston,WA,Truck,0,0,0,54849,54849,0.00
January 31 2019,Benton,WA,Passenger,232,242,474,133188,133662,0.35
August 31 2020,Island,WA,Passenger,434,274,708,62690,63398,1.12
November 30 2020,Lewis,WA,Truck,0,0,0,26549,26549,0.00
May 31 2021,Adams,WA,Passenger,11,9,20,13031,13051,0.15
May 31 2024,El Paso,CO,Passenger,7,3,10,422,432,2.31
March 31 2020,Benton,WA,Truck,0,0,0,42509,42509,0.00
October 31 2023,Pinal,AZ,Passenger,2,1,3,83,86,3.49
July 31 2021,Moore,NC,Passenger,0,1,1,129,130,0.77
August 31 2022,Montgomery,AL,Passenger,2,1,3,37,40,7.50
April 30 2020,Eagle,CO,Passenger,1,0,1,8,9,11.11
July 31 2018,Whitman,WA,Truck,0,0,0,8499,8499,0.00
April 30 2022,Benton,WA,Passenger,713,445,1158,135313,136471,0.85
May 31 2021,Harnett,NC,Passenger,1,1,2,187,189,1.06
January 31 2018,Palm Beach,FL,Passenger,0,2,2,88,90,2.22
March 31 2021,Asotin,WA,Truck,0,0,0,6721,6721,0.00
January 31 2018,Whatcom,WA,Passenger,549,238,787,145459,146246,0.54
February 28 2022,New York,NY,Passenger,2,0,2,44,46,4.35
October 31 2019,Williamson,TX,Passenger,0,2,2,156,158,1.27
January 31 2022,Arlington,VA,Passenger,1,0,1,146,147,0.68
January 31 2022,Hennepin,MN,Passenger,3,0,3,72,75,4.00
February 28 2017,Marion,OR,Passenger,1,0,1,207,208,0.48
January 31 2022,Contra Costa,CA,Passenger,1,3,4,245,249,1.61
September 30 2023,Burlington,NJ,Passenger,2,2,4,83,87,4.60
July 31 2023,Flathead,MT,Passenger,1,0,1,24,25,4.00
July 31 2018,Franklin,WA,Passenger,38,66,104,58166,58270,0.18
November 30 2019,Palm Beach,FL,Passenger,0,2,2,86,88,2.27
February 28 2018,Montgomery,MD,Passenger,1,0,1,305,306,0.33
December 31 2022,Douglas,WA,Truck,3,0,3,12812,12815,0.02
February 28 2022,Los Angeles,CA,Passenger,7,7,14,898,912,1.54
January 31 2022,Moore,NC,Passenger,0,1,1,122,123,0.81
July 31 2023,Montgomery,MD,Passenger,6,2,8,193,201,3.98
June 30 2024,Prince George's,MD,Passenger,3,1,4,99,103,3.88
March 31 2018,Island,WA,Truck,0,0,0,20849,20849,0.00
February 28 2019,Grays Harbor,WA,Truck,0,0,0,20313,20313,0.00
June 30 2019,Moore,NC,Passenger,0,1,1,180,181,0.55
September 30 2023,Asotin,WA,Passenger,40,25,65,12306,12371,0.53
September 30 2022,Klickitat,WA,Truck,2,0,2,8252,8254,0.02
December 31 2023,Franklin,OH,Passenger,1,0,1,43,44,2.27
January 31 2021,Hennepin,MN,Passenger,2,0,2,87,89,2.25
March 31 2020,Fort Bend,TX,Passenger,1,0,1,47,48,2.08
October 31 2021,Dorchester,SC,Passenger,1,0,1,77,78,1.28
September 30 2021,Hamilton,IN,Passenger,2,0,2,35,37,5.41
June 30 2017,Collier,FL,Passenger,1,0,1,23,24,4.17
September 30 2019,Pima,AZ,Passenger,2,1,3,410,413,0.73
December 31 2020,Columbia,WA,Truck,0,0,0,1541,1541,0.00
December 31 2021,Douglas,WA,Passenger,116,56,172,28594,28766,0.60
August 31 2017,Wahkiakum,WA,Passenger,0,2,2,2834,2836,0.07
December 31 2019,Skagit,WA,Truck,1,0,1,32560,32561,0.00
November 30 2023,Grant,WA,Truck,13,0,13,28102,28115,0.05
March 31 2018,Contra Costa,CA,Passenger,0,1,1,459,460,0.22
January 31 2023,Ada,ID,Passenger,2,0,2,150,152,1.32
July 31 2021,,,Passenger,4,2,6,344,350,1.71
October 31 2019,Dallas,TX,Passenger,1,0,1,221,222,0.45
November 30 2023,Burlington,NJ,Passenger,2,2,4,82,86,4.65
May 31 2023,New York,NY,Passenger,2,0,2,36,38,5.26
February 28 2023,Nassau,NY,Passenger,2,0,2,28,30,6.67
November 30 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
July 31 2023,Lexington,SC,Passenger,1,0,1,20,21,4.76
September 30 2021,Thurston,WA,Passenger,1745,908,2653,197096,199749,1.33
April 30 2021,Snohomish,WA,Truck,1,0,1,126365,126366,0.00
May 31 2020,Kittitas,WA,Passenger,102,48,150,29770,29920,0.50
March 31 2022,Sacramento,CA,Passenger,1,1,2,247,249,0.80
February 28 2019,Island,WA,Passenger,294,232,526,63130,63656,0.83
October 31 2022,Grant,WA,Truck,2,0,2,27988,27990,0.01
May 31 2021,Middlesex,MA,Passenger,1,0,1,101,102,0.98
October 31 2023,Montgomery,MD,Passenger,6,2,8,187,195,4.10
April 30 2021,Camden,NJ,Passenger,0,1,1,17,18,5.56
October 31 2020,Ulster,NY,Passenger,1,0,1,13,14,7.14
April 30 2020,Botetourt,VA,Passenger,1,0,1,0,1,100.00
March 31 2022,Marion,IA,Passenger,1,0,1,0,1,100.00
July 31 2023,Travis,TX,Passenger,1,1,2,97,99,2.02
February 28 2017,Ferry,WA,Truck,0,0,0,3562,3562,0.00
March 31 2020,Whitman,WA,Passenger,42,46,88,22468,22556,0.39
November 30 2022,Douglas,WA,Truck,2,0,2,12795,12797,0.02
March 31 2020,St. Louis,MO,Passenger,1,0,1,102,103,0.97
December 31 2023,Travis,TX,Passenger,1,1,2,80,82,2.44
July 31 2020,Bexar,TX,Passenger,3,5,8,629,637,1.26
March 31 2021,Montgomery,TX,Passenger,1,1,2,51,53,3.77
October 31 2023,Middlesex,MA,Passenger,2,0,2,83,85,2.35
July 31 2024,San Bernardino,CA,Passenger,2,1,3,234,237,1.27
January 31 2019,Klamath,OR,Passenger,1,0,1,39,40,2.50
August 31 2022,Sacramento,CA,Passenger,2,1,3,235,238,1.26
July 31 2019,El Paso,TX,Passenger,3,0,3,476,479,0.63
November 30 2022,Montgomery,PA,Passenger,1,0,1,23,24,4.17
January 31 2018,Essex,NJ,Passenger,1,0,1,12,13,7.69
May 31 2024,Whitman,WA,Passenger,226,130,356,21846,22202,1.60
June 30 2020,Garfield,WA,Truck,0,0,0,972,972,0.00
June 30 2022,Deschutes,OR,Passenger,2,0,2,97,99,2.02
December 31 2017,Clay,FL,Passenger,0,1,1,106,107,0.93
June 30 2021,Pend Oreille,WA,Passenger,14,7,21,9258,9279,0.23
September 30 2017,Multnomah,OR,Passenger,1,3,4,929,933,0.43
August 31 2017,Kent,MI,Passenger,0,1,1,39,40,2.50
August 31 2022,Santa Clara,CA,Passenger,14,1,15,259,274,5.47
May 31 2017,Clackamas,OR,Passenger,1,1,2,306,308,0.65
December 31 2022,Moore,NC,Passenger,0,1,1,109,110,0.91
April 30 2019,Wayne,MI,Passenger,0,1,1,71,72,1.39
May 31 2020,Greene,MO,Passenger,0,1,1,33,34,2.94
January 31 2024,Charleston,SC,Passenger,0,2,2,45,47,4.26
October 31 2020,Howard,IN,Passenger,0,1,1,3,4,25.00
August 31 2023,Plaquemines,LA,Passenger,1,1,2,18,20,10.00
July 31 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
October 31 2021,Wilson,TX,Passenger,0,1,1,3,4,25.00
February 29 2020,Howard,MD,Passenger,0,1,1,82,83,1.20
June 30 2019,Grays Harbor,WA,Passenger,73,85,158,47908,48066,0.33
September 30 2017,Santa Clara,CA,Passenger,5,2,7,398,405,1.73
June 30 2023,Douglas,NE,Passenger,1,1,2,32,34,5.88
September 30 2023,Yakima,WA,Passenger,578,277,855,166237,167092,0.51
November 30 2023,Snohomish,WA,Passenger,15567,3502,19069,527016,546085,3.49
February 28 2018,Morris,NJ,Passenger,1,0,1,18,19,5.26
August 31 2024,Otero,NM,Passenger,0,1,1,20,21,4.76
June 30 2020,King,WA,Truck,5,1,6,182110,182116,0.00
December 31 2021,Columbia,WA,Passenger,6,2,8,2446,2454,0.33
January 31 2022,Lincoln,WA,Truck,0,0,0,4830,4830,0.00
July 31 2022,Franklin,WA,Passenger,203,110,313,61778,62091,0.50
November 30 2020,Tulsa,OK,Passenger,1,1,2,51,53,3.77
May 31 2021,Salt Lake,UT,Passenger,1,1,2,197,199,1.01
May 31 2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
April 30 2022,Solano,CA,Passenger,1,0,1,169,170,0.59
September 30 2017,Island,WA,Truck,0,0,0,20558,20558,0.00
January 31 2018,Norfolk,VA,Passenger,1,1,2,318,320,0.62
June 30 2017,Deschutes,OR,Passenger,1,0,1,205,206,0.49
January 31 2020,Tulsa,OK,Passenger,1,1,2,58,60,3.33
May 31 2022,Fort Bend,TX,Passenger,1,0,1,29,30,3.33
January 31 2023,Fulton,GA,Passenger,1,1,2,72,74,2.70
January 31 2023,Wake,NC,Passenger,3,0,3,93,96,3.12
January 31 2024,St. Lawrence,NY,Passenger,1,0,1,3,4,25.00
June 30 2024,Suffolk,MA,Passenger,1,0,1,16,17,5.88
May 31 2024,Atlantic,NJ,Passenger,1,0,1,8,9,11.11
February 28 2017,Skamania,WA,Passenger,7,7,14,8538,8552,0.16
March 31 2022,Spokane,WA,Truck,0,0,0,102338,102338,0.00
September 30 2018,District of Columbia,DC,Passenger,0,3,3,190,193,1.55
January 31 2021,Montgomery,TX,Passenger,1,0,1,51,52,1.92
January 31 2023,Arapahoe,CO,Passenger,0,1,1,92,93,1.08
September 30 2023,Doña Ana,NM,Passenger,1,0,1,14,15,6.67
May 31 2020,Boulder,CO,Passenger,1,1,2,48,50,4.00
May 31 2024,Lane,OR,Passenger,0,1,1,54,55,1.82
March 31 2019,Kent,MI,Passenger,0,1,1,24,25,4.00
August 31 2021,Montgomery,OH,Passenger,0,1,1,57,58,1.72
November 30 2020,Jefferson,WA,Truck,0,0,0,9577,9577,0.00
March 31 2017,Kittitas,WA,Truck,0,0,0,13426,13426,0.00
August 31 2018,Kittitas,WA,Passenger,52,34,86,29121,29207,0.29
December 31 2021,Douglas,CO,Passenger,0,1,1,89,90,1.11
May 31 2024,Skamania,WA,Passenger,148,54,202,7864,8066,2.50
November 30 2021,Calvert,MD,Passenger,0,2,2,89,91,2.20
October 31 2018,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
May 31 2020,St. Mary's,MD,Passenger,1,0,1,206,207,0.48
January 31 2020,Fulton,GA,Passenger,1,3,4,107,111,3.60
October 31 2021,Camden,NJ,Passenger,0,1,1,16,17,5.88
September 30 2021,Albemarle,VA,Passenger,2,0,2,22,24,8.33
November 30 2018,Sumter,FL,Passenger,0,1,1,11,12,8.33
June 30 2024,DeKalb,GA,Truck,1,0,1,0,1,100.00
April 30 2018,Okanogan,WA,Passenger,8,19,27,25806,25833,0.10
April 30 2022,Douglas,WA,Passenger,126,57,183,28506,28689,0.64
February 29 2024,Prince George's,MD,Passenger,3,1,4,106,110,3.64
September 30 2022,Broward,FL,Passenger,1,0,1,80,81,1.23
March 31 2024,Kent,DE,Passenger,1,0,1,37,38,2.63
October 31 2018,Manatee,FL,Passenger,1,0,1,43,44,2.27
April 30 2024,Atlantic,NJ,Passenger,1,0,1,8,9,11.11
July 31 2021,Juneau,AK,Passenger,0,1,1,29,30,3.33
June 30 2022,Williamson,TX,Passenger,1,2,3,95,98,3.06
November 30 2023,Ferry,WA,Passenger,23,4,27,4297,4324,0.62
March 31 2023,Bell,TX,Passenger,1,0,1,293,294,0.34
June 30 2023,Clark,WA,Truck,97,0,97,81419,81516,0.12
November 30 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
July 31 2021,Williamson,TX,Passenger,0,2,2,119,121,1.65
September 30 2020,Jefferson,WA,Passenger,258,148,406,24717,25123,1.62
August 31 2021,Fairfax,VA,Passenger,6,3,9,708,717,1.26
February 28 2022,Adams,WA,Passenger,17,14,31,12996,13027,0.24
July 31 2023,Island,WA,Truck,33,0,33,20969,21002,0.16
December 31 2019,Kittitas,WA,Passenger,90,46,136,30047,30183,0.45
August 31 2023,Chelan,WA,Truck,33,0,33,23175,23208,0.14
August 31 2019,Kittitas,WA,Truck,0,0,0,14528,14528,0.00
July 31 2017,Jackson,MO,Passenger,1,0,1,60,61,1.64
July 31 2022,Orange,CA,Passenger,8,3,11,394,405,2.72
July 31 2017,Benton,WA,Passenger,155,148,303,128647,128950,0.23
July 31 2018,DeKalb,GA,Passenger,1,0,1,82,83,1.20
March 31 2021,Lake,FL,Passenger,1,0,1,24,25,4.00
May 31 2021,DuPage,IL,Passenger,3,1,4,56,60,6.67
July 31 2020,Rogers,OK,Passenger,1,0,1,9,10,10.00
August 31 2022,Clark,WA,Passenger,4342,1851,6193,315025,321218,1.93
July 31 2018,Klickitat,WA,Passenger,24,31,55,15216,15271,0.36
April 30 2021,St. Mary's,MD,Passenger,1,0,1,209,210,0.48
July 31 2018,Yakima,WA,Truck,0,0,0,58533,58533,0.00
August 31 2023,Jefferson,WA,Passenger,594,265,859,24212,25071,3.43
May 31 2020,Okanogan,WA,Passenger,34,33,67,25865,25932,0.26
January 31 2018,St. Clair,IL,Passenger,0,1,1,163,164,0.61
May 31 2022,Lincoln,WA,Passenger,8,18,26,7681,7707,0.34
March 31 2021,Denver,CO,Passenger,1,0,1,119,120,0.83
August 31 2022,Isle of Wight,VA,Passenger,0,1,1,18,19,5.26
March 31 2017,Charles,MD,Passenger,0,1,1,91,92,1.09
May 31 2024,Kootenai,ID,Passenger,0,2,2,77,79,2.53
May 31 2019,Guadalupe,TX,Passenger,1,0,1,80,81,1.23
November 30 2023,New Haven,CT,Passenger,0,2,2,27,29,6.90
March 31 2022,Clinton,PA,Passenger,1,0,1,0,1,100.00
November 30 2017,San Mateo,CA,Passenger,0,1,1,149,150,0.67
March 31 2022,Riverside,CA,Passenger,8,1,9,519,528,1.70
June 30 2024,Klickitat,WA,Passenger,212,85,297,15009,15306,1.94
February 28 2022,Mason,WA,Truck,0,0,0,21146,21146,0.00
June 30 2023,Franklin,WA,Passenger,308,138,446,61943,62389,0.71
April 30 2018,Monterey,CA,Passenger,0,1,1,192,193,0.52
February 28 2021,Dallas,TX,Passenger,1,0,1,186,187,0.53
April 30 2024,Walla Walla,WA,Truck,12,0,12,13602,13614,0.09
October 31 2018,Island,WA,Passenger,244,217,461,63003,63464,0.73
November 30 2019,Fairfax,VA,Passenger,5,1,6,763,769,0.78
December 31 2019,Sacramento,CA,Passenger,0,1,1,304,305,0.33
August 31 2021,Ventura,CA,Passenger,1,4,5,278,283,1.77
October 31 2020,Portsmouth,VA,Passenger,0,1,1,69,70,1.43
March 31 2021,Okaloosa,FL,Passenger,0,1,1,139,140,0.71
August 31 2023,Pulaski,MO,Passenger,3,0,3,99,102,2.94
January 31 2019,Shasta,CA,Passenger,1,0,1,44,45,2.22
February 28 2022,Clark,NV,Passenger,8,3,11,611,622,1.77
February 28 2019,Pacific,WA,Passenger,22,26,48,15856,15904,0.30
June 30 2021,Kauai,HI,Passenger,1,0,1,20,21,4.76
November 30 2020,Ulster,NY,Passenger,1,0,1,13,14,7.14
September 30 2021,Montgomery,AL,Passenger,2,0,2,39,41,4.88
July 31 2018,Sumter,FL,Passenger,0,1,1,11,12,8.33
June 30 2022,Tom Green,TX,Passenger,0,1,1,23,24,4.17
March 31 2019,Lincoln,WA,Truck,0,0,0,4683,4683,0.00
May 31 2019,Wahkiakum,WA,Truck,0,0,0,1743,1743,0.00
November 30 2019,Goochland,VA,Passenger,3,1,4,277,281,1.42
February 28 2017,Snohomish,WA,Truck,1,0,1,122502,122503,0.00
June 30 2019,Howard,MD,Passenger,0,1,1,83,84,1.19
May 31 2024,Douglas,WA,Passenger,284,91,375,28876,29251,1.28
April 30 2024,Anne Arundel,MD,Passenger,5,2,7,267,274,2.55
May 31 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
September 30 2019,Washoe,NV,Passenger,2,0,2,112,114,1.75
July 31 2023,Kittitas,WA,Passenger,367,107,474,29343,29817,1.59
May 31 2020,Lincoln,WA,Passenger,4,12,16,7636,7652,0.21
June 30 2018,Columbia,WA,Truck,0,0,0,1527,1527,0.00
January 31 2018,Lewis,WA,Truck,0,0,0,25331,25331,0.00
January 31 2017,Kittitas,WA,Truck,0,0,0,13415,13415,0.00
July 31 2022,Ferry,WA,Passenger,21,4,25,4372,4397,0.57
January 31 2023,Island,WA,Truck,20,0,20,21104,21124,0.09
July 31 2021,Missoula,MT,Passenger,1,0,1,62,63,1.59
July 31 2024,Whatcom,WA,Truck,112,0,112,41737,41849,0.27
January 31 2019,New Haven,CT,Passenger,0,1,1,48,49,2.04
July 31 2018,Lee,AL,Passenger,1,0,1,37,38,2.63
May 31 2022,Marin,CA,Passenger,1,1,2,37,39,5.13
September 30 2020,Rogers,OK,Passenger,1,0,1,9,10,10.00
February 28 2021,El Paso,CO,Passenger,3,1,4,708,712,0.56
August 31 2018,Cook,IL,Passenger,1,0,1,255,256,0.39
September 30 2018,Columbia,WA,Passenger,2,2,4,2429,2433,0.16
November 30 2021,Pima,AZ,Passenger,1,1,2,295,297,0.67
August 31 2018,Pacific,WA,Truck,0,0,0,7620,7620,0.00
October 31 2017,Anne Arundel,MD,Passenger,0,1,1,485,486,0.21
November 30 2018,Williamson,TX,Passenger,0,1,1,161,162,0.62
December 31 2023,Yakima,WA,Passenger,650,300,950,166821,167771,0.57
February 28 2018,Lincoln,WA,Truck,0,0,0,4511,4511,0.00
October 31 2023,Arapahoe,CO,Passenger,1,1,2,72,74,2.70
May 31 2024,Tippecanoe,IN,Passenger,1,0,1,10,11,9.09
December 31 2021,Pennington,SD,Passenger,1,0,1,32,33,3.03
March 31 2021,Ulster,NY,Passenger,1,0,1,12,13,7.69
October 31 2023,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
September 30 2021,Randolph,NC,Passenger,1,0,1,6,7,14.29
April 30 2020,Bartow,GA,Passenger,0,1,1,4,5,20.00
May 31 2019,Clark,WA,Passenger,1475,914,2389,313157,315546,0.76
August 31 2023,Wahkiakum,WA,Truck,4,0,4,1768,1772,0.23
October 31 2017,Whitman,WA,Truck,0,0,0,8440,8440,0.00
August 31 2017,San Mateo,CA,Passenger,0,1,1,152,153,0.65
October 31 2018,Pend Oreille,WA,Passenger,6,5,11,9584,9595,0.11
December 31 2017,Whitman,WA,Passenger,17,20,37,22424,22461,0.16
November 30 2023,Columbia,WA,Truck,0,0,0,1559,1559,0.00
September 30 2019,Grays Harbor,WA,Truck,0,0,0,20629,20629,0.00
June 30 2022,Moore,NC,Passenger,0,1,1,116,117,0.85
August 31 2020,Deschutes,OR,Passenger,2,0,2,144,146,1.37
March 31 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
February 28 2018,Duval,FL,Passenger,1,2,3,367,370,0.81
August 31 2021,King,WA,Passenger,32271,9549,41820,1364593,1406413,2.97
November 30 2020,Lewis,WA,Passenger,117,119,236,58614,58850,0.40
December 31 2020,Skagit,WA,Truck,1,0,1,32765,32766,0.00
April 30 2022,Calvert,MD,Passenger,0,2,2,85,87,2.30
March 31 2018,Washtenaw,MI,Passenger,1,0,1,39,40,2.50
September 30 2020,Juneau,AK,Passenger,0,1,1,31,32,3.12
February 28 2023,Lincoln,WA,Passenger,16,17,33,7739,7772,0.42
April 30 2020,Pierce,WA,Truck,0,0,0,141067,141067,0.00
August 31 2019,Santa Fe,NM,Passenger,0,1,1,42,43,2.33
May 31 2017,Dane,WI,Passenger,1,0,1,124,125,0.80
April 30 2023,York,VA,Passenger,1,0,1,77,78,1.28
June 30 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
October 31 2017,Benton,WA,Passenger,164,154,318,129386,129704,0.25
June 30 2018,Jefferson,CO,Passenger,0,1,1,59,60,1.67
July 31 2017,Yakima,WA,Passenger,49,62,111,159632,159743,0.07
February 28 2022,Jefferson,WA,Truck,0,0,0,9576,9576,0.00
March 31 2022,Escambia,FL,Passenger,0,1,1,149,150,0.67
September 30 2023,Orange,CA,Passenger,8,3,11,334,345,3.19
March 31 2020,St. Mary's,MD,Passenger,1,0,1,205,206,0.49
December 31 2021,Hudson,NJ,Passenger,2,0,2,40,42,4.76
September 30 2017,Gwinnett,GA,Passenger,0,1,1,89,90,1.11
November 30 2020,Okanogan,WA,Truck,0,0,0,16570,16570,0.00
September 30 2022,Mason,WA,Passenger,337,176,513,46863,47376,1.08
August 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2018,Polk,FL,Passenger,1,0,1,67,68,1.47
October 31 2021,Newport,RI,Passenger,0,1,1,78,79,1.27
September 30 2020,Sumter,FL,Passenger,0,1,1,12,13,7.69
February 28 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
January 31 2019,Howard,MD,Passenger,0,1,1,89,90,1.11
December 31 2023,Adams,WA,Truck,3,0,3,5359,5362,0.06
July 31 2018,Asotin,WA,Passenger,11,8,19,12631,12650,0.15
December 31 2021,Riverside,CA,Passenger,6,1,7,539,546,1.28
November 30 2017,Skamania,WA,Truck,0,0,0,3893,3893,0.00
May 31 2017,Pacific,WA,Passenger,9,7,16,15131,15147,0.11
February 28 2022,St. Louis,MO,Passenger,2,0,2,78,80,2.50
March 31 2022,Kern,CA,Passenger,0,1,1,199,200,0.50
April 30 2017,Grant,WA,Passenger,18,21,39,60478,60517,0.06
March 31 2019,Franklin,WA,Passenger,51,67,118,59356,59474,0.20
September 30 2021,Clark,WA,Truck,0,0,0,84095,84095,0.00
August 31 2024,Charles,MD,Passenger,1,1,2,42,44,4.55
February 28 2023,Allegheny,PA,Passenger,2,0,2,63,65,3.08
January 31 2017,Charles,MD,Passenger,0,1,1,89,90,1.11
March 31 2021,Fulton,GA,Passenger,0,3,3,90,93,3.23
December 31 2020,Pulaski,MO,Passenger,1,0,1,147,148,0.68
December 31 2020,Greene,MO,Passenger,0,1,1,36,37,2.70
September 30 2021,Sarasota,FL,Passenger,2,0,2,39,41,4.88
May 31 2022,Galveston,TX,Passenger,0,1,1,18,19,5.26
October 31 2022,Bryan,GA,Passenger,0,1,1,37,38,2.63
November 30 2021,Montgomery,AL,Passenger,2,0,2,39,41,4.88
August 31 2019,Spokane,WA,Passenger,574,438,1012,313006,314018,0.32
March 31 2024,Leavenworth,KS,Passenger,0,1,1,66,67,1.49
September 30 2020,St. Louis,MO,Passenger,1,0,1,100,101,0.99
October 31 2020,Skamania,WA,Passenger,32,20,52,8320,8372,0.62
May 31 2023,Coryell,TX,Passenger,1,0,1,81,82,1.22
May 31 2024,Suffolk,MA,Passenger,1,0,1,18,19,5.26
November 30 2020,Stevens,WA,Truck,0,0,0,18664,18664,0.00
March 31 2019,Jefferson,NY,Passenger,0,1,1,224,225,0.44
February 28 2019,Klickitat,WA,Truck,0,0,0,8214,8214,0.00
November 30 2019,Monterey,CA,Passenger,0,1,1,187,188,0.53
December 31 2020,Salt Lake,UT,Passenger,1,1,2,190,192,1.04
September 30 2018,Pinal,AZ,Passenger,2,0,2,210,212,0.94
July 31 2019,Boone,MO,Passenger,0,1,1,10,11,9.09
August 31 2017,Orleans,LA,Passenger,0,1,1,44,45,2.22
October 31 2018,Lake,CA,Passenger,0,1,1,11,12,8.33
May 31 2019,Kitsap,WA,Passenger,1035,588,1623,180629,182252,0.89
February 29 2020,Ventura,CA,Passenger,0,2,2,314,316,0.63
September 30 2022,Adams,WA,Passenger,22,10,32,12974,13006,0.25
September 30 2017,Pierce,WA,Truck,0,0,0,137042,137042,0.00
July 31 2018,Klamath,OR,Passenger,1,0,1,37,38,2.63
February 29 2020,Collin,TX,Passenger,2,1,3,146,149,2.01
June 30 2021,Hudson,NJ,Passenger,1,0,1,43,44,2.27
September 30 2018,Santa Fe,NM,Passenger,0,1,1,45,46,2.17
July 31 2023,New York,NY,Passenger,2,0,2,36,38,5.26
July 31 2023,Napa,CA,Passenger,0,1,1,12,13,7.69
October 31 2023,Mercer,NJ,Passenger,0,1,1,8,9,11.11
July 31 2024,Collier,FL,Passenger,1,0,1,5,6,16.67
June 30 2023,Botetourt,VA,Passenger,1,0,1,0,1,100.00
January 31 2022,Stevens,WA,Truck,0,0,0,18917,18917,0.00
August 31 2020,Ferry,WA,Passenger,7,3,10,4311,4321,0.23
March 31 2018,Grant,WA,Passenger,32,42,74,62600,62674,0.12
June 30 2020,Grant,WA,Passenger,59,71,130,65220,65350,0.20
March 31 2023,Lincoln,WA,Passenger,18,17,35,7695,7730,0.45
October 31 2022,Columbia,WA,Passenger,8,1,9,2437,2446,0.37
July 31 2021,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
August 31 2020,Chesapeake,VA,Passenger,0,1,1,429,430,0.23
April 30 2023,Middlesex,MA,Passenger,2,0,2,88,90,2.22
September 30 2020,Denton,TX,Passenger,1,0,1,94,95,1.05
June 30 2021,New Haven,CT,Passenger,0,2,2,32,34,5.88
October 31 2022,Dorchester,SC,Passenger,1,0,1,58,59,1.69
August 31 2019,Randolph,NC,Passenger,1,0,1,6,7,14.29
January 31 2018,Franklin,WA,Truck,0,0,0,18557,18557,0.00
July 31 2020,Ferry,WA,Truck,0,0,0,3568,3568,0.00
January 31 2022,Pima,AZ,Passenger,1,1,2,292,294,0.68
March 31 2017,Clark,WA,Passenger,718,454,1172,298232,299404,0.39
May 31 2023,Island,WA,Passenger,1042,429,1471,60946,62417,2.36
September 30 2023,Pend Oreille,WA,Truck,0,0,0,5600,5600,0.00
August 31 2019,Duval,FL,Passenger,1,2,3,380,383,0.78
September 30 2023,Palm Beach,FL,Passenger,1,1,2,50,52,3.85
November 30 2018,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
May 31 2021,Gwinnett,GA,Passenger,1,0,1,67,68,1.47
May 31 2022,Whitman,WA,Truck,0,0,0,8555,8555,0.00
October 31 2022,St. Louis,MO,Passenger,2,0,2,66,68,2.94
November 30 2017,Honolulu,HI,Passenger,2,2,4,579,583,0.69
September 30 2017,Charles,MD,Passenger,0,1,1,85,86,1.16
January 31 2017,Tulare,CA,Passenger,1,0,1,204,205,0.49
January 31 2019,DeKalb,GA,Passenger,1,0,1,81,82,1.22
October 31 2022,Hennepin,MN,Passenger,1,0,1,55,56,1.79
October 31 2021,Montgomery,MD,Passenger,3,2,5,227,232,2.16
September 30 2020,Wahkiakum,WA,Truck,0,0,0,1758,1758,0.00
June 30 2017,Wahkiakum,WA,Truck,0,0,0,1644,1644,0.00
August 31 2023,Pinal,AZ,Passenger,1,1,2,89,91,2.20
June 30 2020,Pinal,AZ,Passenger,1,0,1,193,194,0.52
February 28 2019,Pend Oreille,WA,Truck,0,0,0,5740,5740,0.00
March 31 2021,Solano,CA,Passenger,1,0,1,200,201,0.50
September 30 2023,Pierce,WA,Truck,193,0,193,135840,136033,0.14
September 30 2021,Providence,RI,Passenger,1,0,1,27,28,3.57
July 31 2023,Albemarle,VA,Passenger,3,0,3,15,18,16.67
August 31 2021,Allen,IN,Passenger,1,0,1,20,21,4.76
September 30 2021,Grant,WA,Truck,0,0,0,27991,27991,0.00
January 31 2023,Douglas,WA,Truck,5,0,5,12862,12867,0.04
August 31 2021,Asotin,WA,Truck,0,0,0,6750,6750,0.00
May 31 2019,Monterey,CA,Passenger,0,1,1,197,198,0.51
January 31 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
January 31 2021,Orange,CA,Passenger,5,3,8,471,479,1.67
January 31 2020,Broward,FL,Passenger,2,1,3,129,132,2.27
March 31 2024,Jefferson,KY,Passenger,1,0,1,33,34,2.94
May 31 2017,Montgomery,PA,Passenger,1,0,1,38,39,2.56
August 31 2023,Skamania,WA,Passenger,115,56,171,8064,8235,2.08
December 31 2017,Honolulu,HI,Passenger,2,2,4,577,581,0.69
April 30 2022,Los Angeles,CA,Passenger,6,7,13,875,888,1.46
